ed_num,pd_pfx,pd_sufx,pd_ab,pol_div_lat,pol_div_lon,pol_div_lam_x,pol_div_lam_y,site,addr,city,postcode,prov,quality,confidence,pol_loc_lat,pol_loc_lon,lambert_x,lambert_y,euclidean_meter,manhattan_meter,maximum_manhattan_meter
35001,112,0,,43.85283715644012,-79.05229663293537,7247075.363884351,956347.3315662276,Pickering & Village Seniors Centre-,29 Linton Avenue,Ajax,L1T 3A7,ON,StreetAddress,9,43.855421773374346,-79.05859604901454,7246508.842815284,956531.5442486464,595.7184184338535,750.7337514862884,250938.36143519307
35002,7,0,,49.69157815827798,-83.69751416845986,6786271.271835961,1543501.535367432,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,2422.0251038058536,2929.710670573637,4148033.7620451595
35002,600,0,,,,,,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,,,,,,,,,
35002,9,0,,49.68540001619152,-83.67502095489654,6787964.629586444,1543029.4620537988,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,667.1888324463866,764.2796064575668,314762.17594336456
35002,12,0,,49.682435587834526,-83.66168449621674,6788958.861849514,1542826.7169385036,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,349.25125133826697,432.6977719073184,86250.365437498
35002,44,0,,49.59728747187542,-83.7124329203782,6786543.971447327,1532988.4468071654,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,10150.81087528194,12014.9893528393,72859548.35056134
35002,6,0,,49.685335640189926,-83.65043295797751,6789720.568780733,1543250.0066669632,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,1144.5577761746938,1423.167840364622,926318.7243118486
35002,5,0,,49.69423127869799,-83.62676402544135,6791282.427272792,1544448.309602945,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,3064.9405362285856,4183.329268405214,6642462.454435789
35002,11,0,,49.68448798591586,-83.68492098954175,6787270.947708258,1542837.6634190697,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,1355.231285311519,1438.7964800037444,1298708.9684001843
35002,3,0,,49.725096558967294,-83.75486633469761,6781704.8456614055,1546662.583039791,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,7864.0907828961335,10657.184517488582,43730257.92360233
35002,10,0,,49.68786654717387,-83.68755844035461,6787034.618753856,1543185.017362381,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,1610.1096892108571,1849.8457476280164,1833141.2456124835
35002,8,0,,49.68760297968546,-83.6613100876315,6788911.843438283,1543398.6601996757,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,555.4321707399771,763.096030626446,218145.90419797847
35002,4,0,,49.693073662846196,-83.65553311318807,6789246.035391846,1544053.990021714,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,1290.1793925385255,1752.6178062278777,1177023.6895040728
35002,2,0,,49.75797018466017,-83.60022022873686,6792260.223297996,1551705.6190726082,Conseil des Arts,75 9th Street North-East,Hearst,P0L 1N0,ON,PointAddress,8,49.68369393086749,-83.66613218927907,6788623.427373217,1542923.9802341145,9504.917952735355,12418.434763272759,63882476.94119951
35002,615,0,,,,,,Massey Royal Canadian Legion Branch 432,320 Imperial Street South,Massey,P0P 1P0,ON,,,,,,,,,
35002,73,0,,46.18989918917933,-81.99470543342755,6968027.515737458,1174474.7251087928,Massey Royal Canadian Legion Branch 432,320 Imperial Street South,Massey,P0P 1P0,ON,StreetAddress,9,46.21114072534077,-82.07737417978846,6961280.836033233,1175841.3860310463,6883.708964490884,8113.340626478195,33506572.393704012
35002,70,0,,46.251998473168136,-82.03722964865402,6963670.710076668,1180862.5884813522,Massey Royal Canadian Legion Branch 432,320 Imperial Street South,Massey,P0P 1P0,ON,StreetAddress,9,46.21114072534077,-82.07737417978846,6961280.836033233,1175841.3860310463,5560.932654729949,7411.07649374078,21866550.295664307
35002,71,0,,46.216057148369664,-82.08192883259825,6960844.715485471,1176333.2566161766,Massey Royal Canadian Legion Branch 432,320 Imperial Street South,Massey,P0P 1P0,ON,StreetAddress,9,46.21114072534077,-82.07737417978846,6961280.836033233,1175841.3860310463,657.3718922320669,927.9911328924354,305567.5721081526
35002,72,0,,46.20200570493736,-82.08559203128516,6960804.168645949,1174727.838727038,Massey Royal Canadian Legion Branch 432,320 Imperial Street South,Massey,P0P 1P0,ON,StreetAddress,9,46.21114072534077,-82.07737417978846,6961280.836033233,1175841.3860310463,1211.2800652057429,1590.2146912927274,1037466.6425223794
35002,123,0,,46.210690169502406,-82.62330918904307,6919140.834285004,1169437.972035,Spragge Bible Church,Highway 17 West,Spragge,P0R 1K0,ON,StreetName,9,46.21203000000001,-82.571427,6923126.675439716,1170175.2671819236,4053.4594908885992,4723.1363016357645,11618141.899801828
35002,159,0,,45.89941144024921,-82.46358404791373,6936637.518729526,1136610.9400726724,Gordon Township Community Hall,29 Noble Side Road,Gore Bay,P0P 1H0,ON,StreetName,9,45.878205948084684,-82.51303902806346,6933141.183305264,1133677.3170393836,4564.044861785047,6429.958457550034,14729391.69486696
35003,602,0,,,,,,Aurora Public Library,15145 Yonge Street,Aurora,L4G 1M1,ON,,,,,,,,,
35003,600,0,,,,,,Aurora Public Library,15145 Yonge Street,Aurora,L4G 1M1,ON,,,,,,,,,
35003,7,0,,43.997923560448186,-79.47086566725235,7210122.260745165,965743.8931405905,Aurora Public Library,15145 Yonge Street,Aurora,L4G 1M1,ON,PointAddress,9,43.99709645129549,-79.46689516524347,7210459.906546362,965714.7756129922,338.8989782800619,366.76332879508846,81212.9939459382
35003,8,0,,43.99631527389822,-79.46788362976172,7210397.5689798985,965612.0092336395,Aurora Public Library,15145 Yonge Street,Aurora,L4G 1M1,ON,PointAddress,9,43.99709645129549,-79.46689516524347,7210459.906546362,965714.7756129922,120.19526162807746,165.10394581605215,10215.501606136228
35003,13,0,,43.99602583899308,-79.46356674479748,7210751.260923756,965648.3378419429,Aurora Public Library,15145 Yonge Street,Aurora,L4G 1M1,ON,PointAddress,9,43.99709645129549,-79.46689516524347,7210459.906546362,965714.7756129922,298.8333158283464,357.79214844387025,63145.59061300029
35003,601,0,,,,,,Aurora Public Library,15145 Yonge Street,Aurora,L4G 1M1,ON,,,,,,,,,
35003,89,0,,43.92455403431099,-79.45375292207254,7213115.608020681,957837.6009479262,MacLeod's Landing Public School,195 Silver Maple Road,Richmond Hill,L4E 4Z1,ON,PointAddress,8,43.92409565918396,-79.45664581704118,7212892.599131192,957740.425339987,243.26130717687514,320.1844974280102,41843.79583385037
35003,86,0,,43.9241129057786,-79.45120021211218,7213331.025557067,957829.085118026,MacLeod's Landing Public School,195 Silver Maple Road,Richmond Hill,L4E 4Z1,ON,PointAddress,8,43.92409565918396,-79.45664581704118,7212892.599131192,957740.425339987,447.30111462815603,527.0862039141357,141476.71361025068
35003,88,0,,43.92693281211331,-79.45968924680504,7212584.863065,958008.2740150099,MacLeod's Landing Public School,195 Silver Maple Road,Richmond Hill,L4E 4Z1,ON,PointAddress,8,43.92409565918396,-79.45664581704118,7212892.599131192,957740.425339987,407.9759786397397,575.5847412152216,117693.96332740181
35003,87,0,,43.927410886837876,-79.456002399076,7212871.400893434,958120.2742287903,MacLeod's Landing Public School,195 Silver Maple Road,Richmond Hill,L4E 4Z1,ON,PointAddress,8,43.92409565918396,-79.45664581704118,7212892.599131192,957740.425339987,380.43993429861143,401.0471265614033,102342.77725795718
35003,110,0,,43.91752627850702,-79.45201450863719,7213410.584325968,957081.7854469337,MacLeod's Landing Public School,195 Silver Maple Road,Richmond Hill,L4E 4Z1,ON,PointAddress,8,43.92409565918396,-79.45664581704118,7212892.599131192,957740.425339987,837.9231293672769,1176.6250878295396,496470.39839617914
35003,90,0,,43.92158066137872,-79.45836690351803,7212809.3164353045,957432.6259968965,MacLeod's Landing Public School,195 Silver Maple Road,Richmond Hill,L4E 4Z1,ON,PointAddress,8,43.92409565918396,-79.45664581704118,7212892.599131192,957740.425339987,318.8674380385276,391.0820389781147,71896.10236139862
35004,70,0,,44.352879851299086,-79.6138653941158,7190901.337306577,1003030.5887968006,St. Gabriel the Archangel Catholic School,130 Prince William Way,Barrie,L4M 7G4,ON,PointAddress,9,44.35603413820772,-79.6117844168152,7190999.0442526685,1003414.1196076297,395.78091183106056,481.237756920862,110762.99530530213
35004,69,0,,44.35527718409556,-79.60738265742202,7191367.021112255,1003398.4559857631,St. Gabriel the Archangel Catholic School,130 Prince William Way,Barrie,L4M 7G4,ON,PointAddress,9,44.35603413820772,-79.6117844168152,7190999.0442526685,1003414.1196076297,368.31008435961337,383.64048145292327,95920.67411187645
35004,68,0,,44.35404417735456,-79.60615330665617,7191491.987942601,1003280.3720088687,St. Gabriel the Archangel Catholic School,130 Prince William Way,Barrie,L4M 7G4,ON,PointAddress,9,44.35603413820772,-79.6117844168152,7190999.0442526685,1003414.1196076297,510.7659949705162,626.6912886931095,184471.36172308607
35004,71,0,,44.3541659027981,-79.61834615655268,7190515.549924449,1003103.9530622846,St. Gabriel the Archangel Catholic School,130 Prince William Way,Barrie,L4M 7G4,ON,PointAddress,9,44.35603413820772,-79.6117844168152,7190999.0442526685,1003414.1196076297,574.4301970402358,793.6608735645423,233324.06084268063
35004,67,0,,44.35928359924123,-79.60805100819601,7191226.617946297,1003833.989303373,St. Gabriel the Archangel Catholic School,130 Prince William Way,Barrie,L4M 7G4,ON,PointAddress,9,44.35603413820772,-79.6117844168152,7190999.0442526685,1003414.1196076297,477.5775826347648,647.443389371736,161277.16032686006
35004,12,0,,44.367709425660784,-79.60292877236103,7191452.561124565,1004851.6575803148,St. Gabriel the Archangel Catholic School,130 Prince William Way,Barrie,L4M 7G4,ON,PointAddress,9,44.35603413820772,-79.6117844168152,7190999.0442526685,1003414.1196076297,1507.3795062977144,1891.0548445816385,1606683.061498526
35004,100,0,,44.35363912680062,-79.70204734377313,7183841.05095706,1001746.2507368146,Heritage Baptist Church,79 Ardagh Road,Barrie,L4N 9B6,ON,PointAddress,9,44.357803892550336,-79.70226303814427,7183734.039056117,1002206.6271907967,472.65000404602034,567.388354925788,157966.25931788835
35004,99,0,,44.355922430092036,-79.70402828606947,7183633.580815488,1001969.8422773265,Heritage Baptist Church,79 Ardagh Road,Barrie,L4N 9B6,ON,PointAddress,9,44.357803892550336,-79.70226303814427,7183734.039056117,1002206.6271907967,257.2138280835172,337.2431540993275,46781.4445552059
35004,101,0,,44.35126576839222,-79.70249889544958,7183856.13959,1001475.008005,Heritage Baptist Church,79 Ardagh Road,Barrie,L4N 9B6,ON,PointAddress,9,44.357803892550336,-79.70226303814427,7183734.039056117,1002206.6271907967,741.7379411897236,853.7197196797933,389032.5959518862
35005,17,0,,44.54485996966995,-79.6555480390809,7183419.579788992,1023745.3075556685,Highlands Clubhouse,85 Highlands Drive,Oro-Medonte,L0L 2L0,ON,PointAddress,9,44.54321559310988,-79.66118767623641,7183006.517433005,1023475.229852584,493.520491607792,683.1400590713602,172224.6781653622
35005,19,0,,44.52920069062382,-79.7008230427074,7180155.345154002,1021304.5518173365,Highlands Clubhouse,85 Highlands Drive,Oro-Medonte,L0L 2L0,ON,PointAddress,9,44.54321559310988,-79.66118767623641,7183006.517433005,1023475.229852584,3583.437804296524,5021.850314250565,9079976.913609741
35005,12,0,,44.56093082677265,-79.69025120655579,7180312.584888496,1024997.1452432467,Highlands Clubhouse,85 Highlands Drive,Oro-Medonte,L0L 2L0,ON,PointAddress,9,44.54321559310988,-79.66118767623641,7183006.517433005,1023475.229852584,3094.1071427312527,4215.8479351716815,6769486.070149067
35005,18,0,,44.53693476283818,-79.65438267167015,7183683.635622135,1022881.8170667932,Highlands Clubhouse,85 Highlands Drive,Oro-Medonte,L0L 2L0,ON,PointAddress,9,44.54321559310988,-79.66118767623641,7183006.517433005,1023475.229852584,900.3486971116207,1270.5309749207227,573200.3977039605
35005,16,0,,44.549227083430225,-79.66084700783641,7182903.707038347,1024149.1406130306,Highlands Clubhouse,85 Highlands Drive,Oro-Medonte,L0L 2L0,ON,PointAddress,9,44.54321559310988,-79.66118767623641,7183006.517433005,1023475.229852584,681.7079215439026,776.7211551053915,328610.68699969415
35005,93,0,,44.40030320806024,-79.6845263629823,7184233.452877803,1007212.3154812648,Simcoe Muskoka Catholic Education Centre,46 Alliance Boulevard,Barrie,L4M 5K3,ON,PointAddress,9,44.41034008191445,-79.6806583780367,7184325.432442614,1008389.3662824291,1180.6391611598413,1269.0303659753408,985642.3852456841
35005,88,0,,44.40987788302391,-79.67507217142509,7184781.10357001,1008424.3896,Simcoe Muskoka Catholic Education Centre,46 Alliance Boulevard,Barrie,L4M 5K3,ON,PointAddress,9,44.41034008191445,-79.6806583780367,7184325.432442614,1008389.3662824291,457.0151081919999,490.6944449666189,147688.308663415
35005,89,0,,44.41117444624569,-79.6798158826311,7184374.63571001,1008495.27378,Simcoe Muskoka Catholic Education Centre,46 Alliance Boulevard,Barrie,L4M 5K3,ON,PointAddress,9,44.41034008191445,-79.6806583780367,7184325.432442614,1008389.3662824291,116.77910585472304,155.11076496739406,9643.06942534527
35005,92,0,,44.403539342176074,-79.68642088596465,7184012.42790461,1007543.2232468866,Simcoe Muskoka Catholic Education Centre,46 Alliance Boulevard,Barrie,L4M 5K3,ON,PointAddress,9,44.41034008191445,-79.6806583780367,7184325.432442614,1008389.3662824291,902.1806234941389,1159.1475735467393,575535.3357257253
35005,90,0,,44.40655005555307,-79.68022736836204,7184441.648080956,1007974.181290091,Simcoe Muskoka Catholic Education Centre,46 Alliance Boulevard,Barrie,L4M 5K3,ON,PointAddress,9,44.41034008191445,-79.6806583780367,7184325.432442614,1008389.3662824291,431.1434244634499,531.4006306803785,131440.2982716063
35005,146,0,,44.39460269360615,-79.68720804363622,7184142.458862665,1006536.2724331822,Collier Street United Church,112 Collier Street,Barrie,L4M 1H3,ON,PointAddress,9,44.3904754899011,-79.68383927699232,7184500.418658909,1006128.9778542179,542.2398821379683,765.2543752086349,207906.42771634573
35005,158,0,,44.39007146521571,-79.68524359375576,7184397.04624403,1006062.267796996,Collier Street United Church,112 Collier Street,Barrie,L4M 1H3,ON,PointAddress,9,44.3904754899011,-79.68383927699232,7184500.418658909,1006128.9778542179,123.02880919751267,170.08247210131958,10702.830389463345
35005,151,0,,44.39284797730252,-79.68818717398055,7184102.174005133,1006325.7935977714,Collier Street United Church,112 Collier Street,Barrie,L4M 1H3,ON,PointAddress,9,44.3904754899011,-79.68383927699232,7184500.418658909,1006128.9778542179,444.22431402607805,595.0603973298566,139537.08719976127
35006,49,0,,44.1832908178423,-77.39571219829732,7371763.554266276,1021923.124946429,George Vanier Separate School,100 Tracey Street,Belleville,K8P 2R8,ON,StreetAddress,9,44.18353283925259,-77.4010716104329,7371330.899648447,1021851.1735295726,438.5966537909629,504.6060346857412,136024.02765380908
35006,52,0,,44.1782081854582,-77.40085915507733,7371484.073577786,1021266.2806872738,George Vanier Separate School,100 Tracey Street,Belleville,K8P 2R8,ON,StreetAddress,9,44.18353283925259,-77.4010716104329,7371330.899648447,1021851.1735295726,604.6171429934085,738.0667716379976,258491.291080597
35006,17,0,,44.186273181507616,-77.3941743670037,7371809.563823413,1022281.2350821368,George Vanier Separate School,100 Tracey Street,Belleville,K8P 2R8,ON,StreetAddress,9,44.18353283925259,-77.4010716104329,7371330.899648447,1021851.1735295726,643.4845230387123,908.7257275307784,292793.35342784616
35006,99,0,,44.151846892523395,-77.42809770439774,7369989.71035501,1017849.50514,Loyalist College Residence - Common Building,284-A Wallbridge Loyalist Road,Belleville,K8N 4Z5,ON,PointAddress,9,44.15292202192855,-77.43367833123676,7369517.832175107,1017865.7921561631,472.159171852247,488.1651960662566,157638.3436672103
35006,186,0,,44.00034991782374,-77.13384381093915,7397359.570077255,1006571.6349311013,Elks Lodge - Picton,1 Elk Street,Picton,K0K 2T0,ON,PostalExt,9,44.00820600000006,-77.14852999999997,7395982.720358162,1007163.9715776788,1498.8588498739975,1969.186365670641,1588570.4335035323
35006,185,0,,44.005574421160574,-77.1372677021395,7396950.083332143,1007084.8523357228,Elks Lodge - Picton,1 Elk Street,Picton,K0K 2T0,ON,PostalExt,9,44.00820600000006,-77.14852999999997,7395982.720358162,1007163.9715776788,970.5931062377788,1046.482215936645,666130.6346797501
35006,184,0,,44.00800365730199,-77.13143376992542,7397352.295404349,1007463.2427889339,Elks Lodge - Picton,1 Elk Street,Picton,K0K 2T0,ON,PostalExt,9,44.00820600000006,-77.14852999999997,7395982.720358162,1007163.9715776788,1401.891245790826,1668.8462574423756,1389676.2959387263
35006,181,0,,44.00482580084654,-77.10405511568776,7399620.006724637,1007627.7814221752,Elks Lodge - Picton,1 Elk Street,Picton,K0K 2T0,ON,PostalExt,9,44.00820600000006,-77.14852999999997,7395982.720358162,1007163.9715776788,3666.7385622096594,4101.096210971242,9507030.650331391
35006,180,0,,44.03622754221836,-77.10048812469665,7399083.987060119,1011166.3271834457,Elks Lodge - Picton,1 Elk Street,Picton,K0K 2T0,ON,PostalExt,9,44.00820600000006,-77.14852999999997,7395982.720358162,1007163.9715776788,5063.270242805739,7103.622307724087,18127888.342877213
35007,408,0,,,,,,Main Square Community Centre,245 Main Street,Toronto,M4C 4X4,ON,,,,,,,,,
35007,407,0,,,,,,Main Square Community Centre,245 Main Street,Toronto,M4C 4X4,ON,,,,,,,,,
35007,605,0,,,,,,Main Square Community Centre,245 Main Street,Toronto,M4C 4X4,ON,,,,,,,,,
35007,46,0,,43.68751406702606,-79.29989660800729,7230800.9032506915,933874.074173743,Main Square Community Centre,245 Main Street,Toronto,M4C 4X4,ON,PointAddress,8,43.68709591315121,-79.30128648545865,7230697.72173724,933804.9012368529,124.22286390216927,172.35445034119766,10911.590955302836
35007,608,0,,,,,,Main Square Community Centre,245 Main Street,Toronto,M4C 4X4,ON,,,,,,,,,
35007,146,0,,43.684700430524444,-79.29225450372886,7231482.442794028,933684.0732263869,Adam Beck Public School (Lawlor Entrance),400 Scarborough Road,Toronto,M4E 3M8,ON,PointAddress,9,43.683182958364604,-79.28824471553452,7231840.989220739,933579.8219510503,373.3950568994825,462.7977020482067,98587.56288760949
35007,144,0,,43.68730205219604,-79.2913293066139,7231499.2051138785,933989.3106341424,Adam Beck Public School (Lawlor Entrance),400 Scarborough Road,Toronto,M4E 3M8,ON,PointAddress,9,43.683182958364604,-79.28824471553452,7231840.989220739,933579.8219510503,533.3829368128962,751.2727899529273,201170.01056456738
35007,145,0,,43.68577266794972,-79.2957555789881,7231175.044354769,933746.9244909345,Adam Beck Public School (Lawlor Entrance),400 Scarborough Road,Toronto,M4E 3M8,ON,PointAddress,9,43.683182958364604,-79.28824471553452,7231840.989220739,933579.8219510503,686.5899965390261,833.0474058541004,333334.2543798165
35007,148,0,,43.68238149193122,-79.29050482762614,7231675.921244229,933453.7492494818,Adam Beck Public School (Lawlor Entrance),400 Scarborough Road,Toronto,M4E 3M8,ON,PointAddress,9,43.683182958364604,-79.28824471553452,7231840.989220739,933579.8219510503,207.70595309218223,291.14067807863466,30505.833134239332
35007,150,0,,43.683514580651064,-79.28900996621601,7231771.621619375,933604.4036783387,Adam Beck Public School (Lawlor Entrance),400 Scarborough Road,Toronto,M4E 3M8,ON,PointAddress,9,43.683182958364604,-79.28824471553452,7231840.989220739,933579.8219510503,73.59433018559542,93.94932865235023,3829.7790231752633
35007,151,0,,43.68587220204672,-79.28770071668467,7231824.915430578,933888.654000357,Adam Beck Public School (Lawlor Entrance),400 Scarborough Road,Toronto,M4E 3M8,ON,PointAddress,9,43.683182958364604,-79.28824471553452,7231840.989220739,933579.8219510503,309.25006290884255,324.905839467654,67624.58227924466
35007,153,0,,43.68331221253918,-79.28598624555876,7232020.945587409,933630.8822480418,Adam Beck Public School (Lawlor Entrance),400 Scarborough Road,Toronto,M4E 3M8,ON,PointAddress,9,43.683182958364604,-79.28824471553452,7231840.989220739,933579.8219510503,187.06001131643816,231.01666366087738,24742.690046748823
35007,152,0,,43.68240486041141,-79.2869998050507,7231959.172510457,933513.2146363995,Adam Beck Public School (Lawlor Entrance),400 Scarborough Road,Toronto,M4E 3M8,ON,PointAddress,9,43.683182958364604,-79.28824471553452,7231840.989220739,933579.8219510503,135.660695610518,184.79060436866712,13013.468986004782
35008,66,0,A,43.703317831615365,-79.70192272476558,7197892.387921024,929226.946241021,Birchbank Public School,52 Birchbank Road,Brampton,L6T 1L7,ON,StreetAddress,9,43.70361890324483,-79.70701918371824,7197472.916105884,929180.6339028608,422.02065869185003,465.7841533002211,125936.73339113162
35008,53,0,,43.70583955596884,-79.70325779500675,7197729.681484011,929487.6555033603,Birchbank Public School,52 Birchbank Road,Brampton,L6T 1L7,ON,StreetAddress,9,43.70361890324483,-79.70701918371824,7197472.916105884,929180.6339028608,400.23833221959325,563.7869786263909,113271.94621802126
35008,51,0,,43.71024371375963,-79.69993196203808,7197903.90046137,930031.7226039926,Birchbank Public School,52 Birchbank Road,Brampton,L6T 1L7,ON,StreetAddress,9,43.70361890324483,-79.70701918371824,7197472.916105884,929180.6339028608,953.9913478998731,1282.0730566177517,643537.5222541643
35008,65,0,,43.70456956368088,-79.7085685331276,7197326.825389377,929262.5205368991,Birchbank Public School,52 Birchbank Road,Brampton,L6T 1L7,ON,StreetAddress,9,43.70361890324483,-79.70701918371824,7197472.916105884,929180.6339028608,167.4751273584645,227.97735054558143,19832.873216594395
35008,408,0,,,,,,Compass North,64 Bramalea Road,Brampton,L6T 2W9,ON,,,,,,,,,
35009,105,0,,43.773642514111735,-79.74367925518916,7192993.307129583,936427.2466310638,Eagle Plains Public School,40 Eagle Plains Drive,Brampton,L6R 2X8,ON,PointAddress,9,43.77310507692278,-79.74181970171337,7193155.354464365,936396.2656680653,164.9822983783795,193.02829778031446,19246.851750267502
35009,104,0,,43.77361147576078,-79.73850993832046,7193412.251798063,936504.4990046284,Eagle Plains Public School,40 Eagle Plains Drive,Brampton,L6R 2X8,ON,PointAddress,9,43.77310507692278,-79.74181970171337,7193155.354464365,936396.2656680653,278.76638105127375,365.1306702605216,54949.7595497691
35009,107,0,A,43.769194986841974,-79.73494148135553,7193796.210625077,936067.0713880954,Eagle Plains Public School,40 Eagle Plains Drive,Brampton,L6R 2X8,ON,PointAddress,9,43.77310507692278,-79.74181970171337,7193155.354464365,936396.2656680653,720.4619994744919,970.0504406813998,367034.72975876037
35009,107,0,B,43.769194986841974,-79.73494148135553,7193796.210625077,936067.0713880954,Eagle Plains Public School,40 Eagle Plains Drive,Brampton,L6R 2X8,ON,PointAddress,9,43.77310507692278,-79.74181970171337,7193155.354464365,936396.2656680653,720.4619994744919,970.0504406813998,367034.72975876037
35009,103,0,,43.77480766516281,-79.73637384711077,7193559.305233882,936671.4353669238,Eagle Plains Public School,40 Eagle Plains Drive,Brampton,L6R 2X8,ON,PointAddress,9,43.77310507692278,-79.74181970171337,7193155.354464365,936396.2656680653,488.76843940967814,679.1204683751566,168923.98271311974
35009,98,0,,43.77314955587108,-79.73259692229934,7193900.657127536,936545.2922465716,Eagle Plains Public School,40 Eagle Plains Drive,Brampton,L6R 2X8,ON,PointAddress,9,43.77310507692278,-79.74181970171337,7193155.354464365,936396.2656680653,760.0559063849793,894.329241677071,408484.96733500325
35010,87,0,,43.73051173618323,-79.795610552267,7189716.3206523135,930800.6834070114,Robert H. Lagerquist Senior Public School,105 Richvale Drive North,Brampton,L6Z 1Y6,ON,StreetAddress,9,43.73183581984109,-79.79535035703636,7189708.98488091,930952.6422743271,152.13583042118017,159.29463871894404,16366.20628860575
